,saversion,saverest,areasymbol,areaname,lkey,musym,muname,museq,mukey,comppct_r,compname,localphase,slope_r,cokey,hzdept_r,hzdepb_r,ksat_r,sandtotal_r,claytotal_r,silttotal_r,dbthirdbar_r,partdensity,wsatiated_r,chkey
100,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuE,"Cullasaja-Tuckasegee complex, 30 to 50 percent slopes, stony",30,545819,45,Cullasaja,stony,40.0,20066689,43.0,81.0,28.0,70.9,12.5,16.6,1.3,,30.0,58863607
101,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuE,"Cullasaja-Tuckasegee complex, 30 to 50 percent slopes, stony",30,545819,45,Cullasaja,stony,40.0,20066689,81.0,203.0,28.0,82.5,8.5,9.0,1.3,,23.0,58863608
102,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuF,"Cullasaja-Tuckasegee complex, 50 to 95 percent slopes, stony",31,545820,30,Tuckasegee,stony,63.0,20066690,0.0,33.0,28.0,68.0,16.0,16.0,1.03,,44.0,58863609
103,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuF,"Cullasaja-Tuckasegee complex, 50 to 95 percent slopes, stony",31,545820,30,Tuckasegee,stony,63.0,20066690,33.0,66.0,28.0,66.9,19.0,14.1,1.2,,44.0,58863610
104,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuF,"Cullasaja-Tuckasegee complex, 50 to 95 percent slopes, stony",31,545820,30,Tuckasegee,stony,63.0,20066690,66.0,119.0,28.0,66.9,19.0,14.1,1.35,,34.0,58863611
105,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuF,"Cullasaja-Tuckasegee complex, 50 to 95 percent slopes, stony",31,545820,30,Tuckasegee,stony,63.0,20066690,119.0,203.0,28.0,60.6,21.0,18.4,1.35,,31.0,58863612
106,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuF,"Cullasaja-Tuckasegee complex, 50 to 95 percent slopes, stony",31,545820,2,Rubble land,,63.0,20066691,0.0,203.0,141.0,,,,2.03,,,58863613
107,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuF,"Cullasaja-Tuckasegee complex, 50 to 95 percent slopes, stony",31,545820,50,Cullasaja,stony,63.0,20066692,0.0,43.0,28.0,55.8,26.5,17.7,0.85,,37.0,58863614
108,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuF,"Cullasaja-Tuckasegee complex, 50 to 95 percent slopes, stony",31,545820,50,Cullasaja,stony,63.0,20066692,43.0,81.0,28.0,70.9,12.5,16.6,1.3,,30.0,58863615
109,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,CuF,"Cullasaja-Tuckasegee complex, 50 to 95 percent slopes, stony",31,545820,50,Cullasaja,stony,63.0,20066692,81.0,203.0,28.0,82.5,8.5,9.0,1.3,,23.0,58863616
110,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,3,Tuckasegee,very stony,22.0,20066837,152.0,203.0,28.0,61.0,14.0,25.0,1.56,2.65,23.0,58864031
111,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,3,Tuckasegee,very stony,22.0,20066837,0.0,28.0,28.0,42.0,20.0,38.0,0.93,2.51,39.0,58864032
112,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,3,Tuckasegee,very stony,22.0,20066837,28.0,152.0,28.0,67.0,15.0,18.0,1.5,2.65,29.0,58864033
113,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,6,Plott,stony,22.0,20066838,119.0,203.0,28.0,67.0,13.0,20.0,1.62,2.65,30.0,58864034
114,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,6,Plott,stony,22.0,20066838,38.0,119.0,9.0,47.0,16.0,37.0,1.49,2.65,33.0,58864035
115,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,6,Plott,stony,22.0,20066838,0.0,38.0,9.0,44.0,15.0,41.0,0.95,2.51,50.0,58864036
116,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,7,Cowee,stony,22.0,20066839,0.0,13.0,28.0,45.0,14.0,41.0,1.38,2.57,34.0,58864037
117,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,7,Cowee,stony,22.0,20066839,13.0,68.0,9.0,54.0,25.0,21.0,1.57,2.62,28.0,58864038
118,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,7,Cowee,stony,22.0,20066839,68.0,203.0,7.0,,,,,,,58864039
119,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,50,Edneyville,"high precipitation, stony",22.0,20066840,78.0,203.0,28.0,67.0,13.0,20.0,1.62,2.66,31.0,58864040
120,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,50,Edneyville,"high precipitation, stony",22.0,20066840,0.0,13.0,28.0,68.0,12.0,20.0,1.41,2.6,40.0,58864041
121,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,50,Edneyville,"high precipitation, stony",22.0,20066840,13.0,78.0,28.0,48.0,17.0,35.0,1.5,2.66,37.0,58864042
122,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,30,Chestnut,"high precipitation, stony",22.0,20066841,0.0,17.0,28.0,71.0,13.0,16.0,1.4,2.6,40.0,58864043
123,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,30,Chestnut,"high precipitation, stony",22.0,20066841,17.0,89.0,28.0,48.0,16.0,36.0,1.5,2.66,38.0,58864044
124,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,30,Chestnut,"high precipitation, stony",22.0,20066841,89.0,203.0,7.0,,,,,,,58864045
125,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,4,Evard,stony,22.0,20066842,114.0,203.0,9.0,67.0,13.0,20.0,1.62,2.63,31.0,58864046
126,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,4,Evard,stony,22.0,20066842,0.0,13.0,9.0,43.0,17.0,40.0,1.44,2.57,37.0,58864047
127,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,4,Evard,stony,22.0,20066842,81.0,114.0,9.0,43.0,19.0,38.0,1.5,2.63,36.0,58864048
128,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdD,"Edneyville-Chestnut complex, high precipitation, 15 to 30 percent slopes, stony",38,545829,4,Evard,stony,22.0,20066842,13.0,81.0,9.0,35.0,32.0,33.0,1.52,2.62,37.0,58864049
129,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,6,Plott,stony,40.0,20066823,119.0,203.0,28.0,67.0,13.0,20.0,1.62,2.65,30.0,58863987
130,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,6,Plott,stony,40.0,20066823,38.0,119.0,9.0,47.0,16.0,37.0,1.49,2.65,33.0,58863988
131,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,6,Plott,stony,40.0,20066823,0.0,38.0,9.0,44.0,15.0,41.0,0.95,2.51,50.0,58863989
132,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,26,Chestnut,"high precipitation, stony",40.0,20066824,89.0,203.0,7.0,,,,,,,58863990
133,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,26,Chestnut,"high precipitation, stony",40.0,20066824,17.0,89.0,28.0,48.0,16.0,36.0,1.5,2.66,38.0,58863991
134,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,26,Chestnut,"high precipitation, stony",40.0,20066824,0.0,17.0,28.0,71.0,13.0,16.0,1.4,2.6,40.0,58863992
135,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Tuckasegee,very stony,40.0,20066825,0.0,28.0,28.0,42.0,20.0,38.0,0.93,2.51,39.0,58863993
136,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Tuckasegee,very stony,40.0,20066825,28.0,152.0,28.0,67.0,15.0,18.0,1.5,2.65,29.0,58863994
137,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Tuckasegee,very stony,40.0,20066825,152.0,203.0,28.0,61.0,14.0,25.0,1.56,2.65,23.0,58863995
138,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Cullasaja,very stony,40.0,20066826,0.0,46.0,28.0,69.0,15.0,16.0,1.04,2.51,26.0,58863996
139,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Cullasaja,very stony,40.0,20066826,46.0,86.0,28.0,68.0,16.0,16.0,1.5,2.65,22.0,58863997
140,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,3,Cullasaja,very stony,40.0,20066826,86.0,203.0,28.0,68.0,16.0,16.0,1.57,2.65,22.0,58863998
141,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,50,Edneyville,"high precipitation, stony",40.0,20066827,78.0,203.0,28.0,67.0,13.0,20.0,1.62,2.66,31.0,58863999
142,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,50,Edneyville,"high precipitation, stony",40.0,20066827,13.0,78.0,9.0,48.0,17.0,35.0,1.5,2.66,37.0,58864000
143,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,50,Edneyville,"high precipitation, stony",40.0,20066827,0.0,13.0,28.0,68.0,12.0,20.0,1.41,2.6,40.0,58864001
144,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,4,Evard,stony,40.0,20066828,0.0,13.0,9.0,43.0,17.0,40.0,1.44,2.57,37.0,58864002
145,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,4,Evard,stony,40.0,20066828,114.0,203.0,9.0,67.0,13.0,20.0,1.62,2.63,31.0,58864003
146,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,4,Evard,stony,40.0,20066828,13.0,81.0,9.0,35.0,32.0,33.0,1.52,2.62,37.0,58864004
147,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,4,Evard,stony,40.0,20066828,81.0,114.0,9.0,43.0,19.0,38.0,1.5,2.63,36.0,58864005
148,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,8,Cowee,stony,40.0,20066829,68.0,203.0,7.0,,,,,,,58864006
149,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,8,Cowee,stony,40.0,20066829,0.0,13.0,28.0,45.0,14.0,41.0,1.38,2.57,34.0,58864007
150,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdE,"Edneyville-Chestnut complex, high precipitation, 30 to 50 percent slopes, stony",39,545830,8,Cowee,stony,40.0,20066829,13.0,68.0,9.0,54.0,25.0,21.0,1.57,2.62,28.0,58864008
151,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,4,Tuckasegee,very stony,70.0,20066830,0.0,28.0,28.0,42.0,20.0,38.0,0.93,2.51,41.0,58864009
152,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,4,Tuckasegee,very stony,70.0,20066830,152.0,203.0,28.0,61.0,14.0,25.0,1.56,2.65,23.0,58864010
153,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,4,Tuckasegee,very stony,70.0,20066830,28.0,152.0,28.0,67.0,15.0,18.0,1.5,2.65,30.0,58864011
154,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,7,Evard,stony,70.0,20066831,0.0,13.0,9.0,43.0,17.0,40.0,1.44,2.57,37.0,58864012
155,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,7,Evard,stony,70.0,20066831,114.0,203.0,9.0,67.0,13.0,20.0,1.62,2.63,31.0,58864013
156,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,7,Evard,stony,70.0,20066831,13.0,81.0,9.0,35.0,32.0,33.0,1.52,2.62,37.0,58864014
157,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,7,Evard,stony,70.0,20066831,81.0,114.0,9.0,43.0,19.0,38.0,1.5,2.63,36.0,58864015
158,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,6,Plott,stony,70.0,20066832,0.0,38.0,9.0,44.0,15.0,41.0,0.95,2.51,50.0,58864016
159,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,6,Plott,stony,70.0,20066832,119.0,203.0,28.0,67.0,13.0,20.0,1.62,2.65,30.0,58864017
160,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,6,Plott,stony,70.0,20066832,38.0,119.0,9.0,47.0,16.0,37.0,1.49,2.65,33.0,58864018
161,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,3,Cullasaja,very stony,70.0,20066833,0.0,46.0,28.0,69.0,15.0,16.0,1.04,2.51,26.0,58864019
162,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,3,Cullasaja,very stony,70.0,20066833,86.0,203.0,28.0,68.0,16.0,16.0,1.57,2.65,22.0,58864020
163,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,3,Cullasaja,very stony,70.0,20066833,46.0,86.0,28.0,68.0,16.0,16.0,1.5,2.65,22.0,58864021
164,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,50,Edneyville,"high precipitation, stony",70.0,20066834,0.0,13.0,28.0,68.0,12.0,20.0,1.41,2.6,37.0,58864022
165,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,50,Edneyville,"high precipitation, stony",70.0,20066834,13.0,78.0,9.0,48.0,17.0,35.0,1.5,2.66,37.0,58864023
166,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,50,Edneyville,"high precipitation, stony",70.0,20066834,78.0,203.0,28.0,67.0,13.0,20.0,1.62,2.66,31.0,58864024
167,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,20,Chestnut,"high precipitation, stony",70.0,20066835,89.0,203.0,7.0,,,,,,,58864025
168,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,20,Chestnut,"high precipitation, stony",70.0,20066835,0.0,17.0,28.0,71.0,13.0,16.0,1.4,2.6,36.0,58864026
169,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,20,Chestnut,"high precipitation, stony",70.0,20066835,17.0,89.0,28.0,48.0,16.0,36.0,1.5,2.66,38.0,58864027
170,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,10,Cowee,stony,70.0,20066836,68.0,203.0,7.0,,,,,,,58864028
171,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,10,Cowee,stony,70.0,20066836,0.0,13.0,28.0,45.0,14.0,41.0,1.38,2.57,35.0,58864029
172,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EdF,"Edneyville-Chestnut complex, high precipitation, 50 to 95 percent slopes, stony",40,545831,10,Cowee,stony,70.0,20066836,13.0,68.0,9.0,54.0,25.0,21.0,1.57,2.62,27.0,58864030
173,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,35,Cowee,stony,12.0,20066803,68.0,203.0,7.0,,,,,,,58863928
174,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,35,Cowee,stony,12.0,20066803,0.0,13.0,28.0,44.8,14.0,41.2,1.43,,33.0,58863929
175,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,35,Cowee,stony,12.0,20066803,13.0,68.0,9.0,55.8,26.5,17.7,1.45,,31.0,58863930
176,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,5,Hayesville,moderately eroded,12.0,20066804,84.0,114.0,9.0,38.0,26.0,36.0,1.35,,43.0,58863931
177,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,5,Hayesville,moderately eroded,12.0,20066804,114.0,203.0,28.0,68.8,15.0,16.2,1.55,,35.0,58863932
178,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,5,Hayesville,moderately eroded,12.0,20066804,0.0,15.0,9.0,33.5,30.0,36.5,1.4,,40.0,58863933
179,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,5,Hayesville,moderately eroded,12.0,20066804,15.0,84.0,9.0,31.1,38.0,30.9,1.28,,46.0,58863934
180,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,3,Fannin,,12.0,20066805,15.0,53.0,9.0,55.8,26.5,17.7,1.4,,43.0,58863935
181,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,3,Fannin,,12.0,20066805,0.0,15.0,28.0,68.8,15.0,16.2,1.4,,40.0,58863936
182,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,3,Fannin,,12.0,20066805,53.0,203.0,9.0,65.9,15.0,19.1,1.4,,39.0,58863937
183,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,55,Evard,stony,12.0,20066806,13.0,74.0,9.0,55.8,26.5,17.7,1.4,,41.0,58863938
184,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,55,Evard,stony,12.0,20066806,74.0,94.0,9.0,65.1,16.0,18.9,1.3,,44.0,58863939
185,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,55,Evard,stony,12.0,20066806,0.0,13.0,28.0,45.7,12.5,41.8,1.35,,35.0,58863940
186,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,55,Evard,stony,12.0,20066806,94.0,203.0,9.0,67.9,12.5,19.6,1.3,,42.0,58863941
187,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,2,Lauada,,12.0,20066807,86.0,203.0,7.0,,,,,,,58863942
188,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,2,Lauada,,12.0,20066807,0.0,20.0,28.0,65.9,15.0,19.1,1.2,,47.0,58863943
189,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvC,"Evard-Cowee complex, 8 to 15 percent slopes",44,545835,2,Lauada,,12.0,20066807,20.0,86.0,9.0,55.8,26.5,17.7,1.3,,44.0,58863944
190,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,50,Evard,,22.0,20066843,0.0,13.0,9.0,50.0,14.0,36.0,1.36,2.57,37.0,58864050
191,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,50,Evard,,22.0,20066843,81.0,114.0,9.0,49.0,19.0,32.0,1.55,2.63,34.0,58864051
192,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,50,Evard,,22.0,20066843,13.0,81.0,9.0,42.0,33.0,25.0,1.51,2.62,37.0,58864052
193,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,50,Evard,,22.0,20066843,114.0,203.0,9.0,62.0,13.0,25.0,1.59,2.63,32.0,58864053
194,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,30,Cowee,,22.0,20066844,68.0,203.0,7.0,,,,,,,58864054
195,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,30,Cowee,,22.0,20066844,0.0,13.0,28.0,56.0,14.0,30.0,1.39,2.57,36.0,58864055
196,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,30,Cowee,,22.0,20066844,13.0,68.0,9.0,54.0,25.0,21.0,1.58,2.62,34.0,58864056
197,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,12,Saunook,,22.0,20066845,0.0,23.0,9.0,46.0,14.0,40.0,0.96,2.48,49.0,58864057
198,17,6/4/2020 1:23:33 PM,NC113,"Macon County, North Carolina",14802,EvD,"Evard-Cowee complex, 15 to 30 percent slopes",45,545836,12,Saunook,,22.0,20066845,150.0,203.0,28.0,48.0,14.0,38.0,1.54,2.63,35.0,58864058
